temp_treat,little_r,little_d,little_b
20-20,0.2737556344498521,0.017010306295491946,0.29076594074534406
20-20,0.27877042065990987,0.011408609601488552,0.2901790302613984
20-20,0.27323190436105266,0.007322102594144943,0.2805540069551976
20-20,0.27211548730591384,0.011693187843399884,0.28380867514931374
20-20,0.2756482722438543,0.01033520951829755,0.2859834817621518
20-20,0.27646812539855214,0.010273090088778757,0.2867412154873309
20-20,0.2716182892701271,0.013576521003713864,0.28519481027384097
20-20,0.27116828762074774,0.011768339306486976,0.2829366269272347
20-20,0.27342593193758824,0.011976761782242702,0.28540269371983096
20-20,0.2677202544655074,0.009529737561330787,0.2772499920268382
20-20,0.2758419618471828,0.009390502573213383,0.2852324644203962
20-20,0.2729086637001912,0.014281941591895381,0.28719060529208656
20-20,0.2754910759309501,0.008862673145528289,0.2843537490764784
20-20,0.2737347506540728,0.009952510960175577,0.2836872616142484
20-20,0.27263922407690255,0.013654010673048608,0.28629323474995116
20-20,0.27448699373505087,0.01282622675390947,0.28731322048896035
20-20,0.27435485859516545,0.013190453560742447,0.2875453121559079
20-20,0.2779655913893186,0.00999658867090419,0.2879621800602228
20-20,0.2747711923357471,0.010102587382418076,0.2848737797181652
20-20,0.26960396939794234,0.012103519633988865,0.2817074890319312
20-20,0.2739234243352227,0.00798961172323939,0.2819130360584621
20-20,0.2749486594221527,0.012746929696458456,0.28769558911861115
20-20,0.2746463765631802,0.010597095401994832,0.285243471965175
20-20,0.27624737308578257,0.010067647841917967,0.28631502092770056
20-20,0.2721933276485553,0.011752091017629664,0.28394541866618495
20-20,0.27659995479226107,0.011388727447305284,0.28798868223956636
20-20,0.27376504168303933,0.007575363557220504,0.28134040524025983
20-20,0.274341516330036,0.01172752992541173,0.2860690462554477
20-20,0.277864157433911,0.011169690729860111,0.28903384816377115
20-20,0.27062815735705187,0.010635582532442756,0.2812637398894946
20-20,0.2740439359978103,0.009977766597036251,0.28402170259484655
20-20,0.2711249776380495,0.009965989142310642,0.2810909667803601
20-20,0.27111400665031155,0.013563330046522942,0.2846773366968345
20-20,0.2707806158712062,0.012380378109037655,0.28316099398024386
20-20,0.2729380128549185,0.011615176763121165,0.28455318961803966
20-20,0.27202700478524816,0.016736729869384397,0.28876373465463256
20-20,0.27761440333070275,0.011007447946671571,0.28862185127737433
20-20,0.2743833747530401,0.01053124699185396,0.28491462174489407
20-20,0.27307498252858836,0.009492778426204131,0.28256776095479247
20-20,0.2765711467394278,0.014313580563955597,0.2908847273033834
20-20,0.27084660301647856,0.011543173067517561,0.2823897760839961
20-20,0.27657012889864124,0.014357414597965718,0.290927543496607
20-20,0.2745443929418407,0.009333788582239202,0.2838781815240799
20-20,0.2795509929949193,0.01246817916964929,0.29201917216456863
20-20,0.2717582205123645,0.010652047051450243,0.2824102675638147
20-20,0.27389456439649307,0.013424203164854768,0.28731876756134783
20-20,0.27563377964717656,0.015302002250249665,0.29093578189742625
20-20,0.2720391989957515,0.012725986442751714,0.2847651854385032
20-20,0.2725410517467253,0.011588994018609418,0.28413004576533474
20-20,0.2738205743420179,0.01610690741659393,0.2899274817586118
20-20,0.27220559210294315,0.008250014432659904,0.28045560653560303
20-20,0.27579412508178613,0.011585789575045436,0.28737991465683155
20-20,0.2718417283574334,0.008939001676779617,0.28078073003421306
20-20,0.2740627960875312,0.010131165168182712,0.2841939612557139
20-20,0.27139622923112244,0.011679829560263238,0.2830760587913857
20-20,0.27069994753542337,0.012467367898641012,0.28316731543406437
20-20,0.2734663413754917,0.01003424517217604,0.28350058654766774
20-20,0.27536279866159274,0.009492105707040281,0.28485490436863303
20-20,0.2767695841402304,0.009570933463371675,0.2863405176036021
20-20,0.27422723195048454,0.009098152113231065,0.2833253840637156
20-20,0.2726906267605702,0.008136929426047986,0.2808275561866182
20-20,0.27011514606425013,0.013212102485397519,0.28332724854964764
20-20,0.2753274173063178,0.009678282401475334,0.28500569970779316
20-20,0.275691603979779,0.01195413728797217,0.28764574126775116
20-20,0.2770818301712148,0.013894716638222887,0.2909765468094377
20-20,0.27020045239115414,0.01043185336481886,0.280632305755973
20-20,0.27411549387061807,0.008165610264511592,0.28228110413512963
20-20,0.2770514442658789,0.011944452724862165,0.2889958969907411
20-20,0.27271334963594546,0.009031945486360306,0.2817452951223058
20-20,0.2757804572113083,0.011233646291615426,0.2870141035029237
20-20,0.26830156134800964,0.012423260683076302,0.28072482203108595
20-20,0.2757495305856174,0.008808637331270788,0.2845581679168882
20-20,0.27483244820019126,0.010535196548625095,0.2853676447488164
20-20,0.2727837559675268,0.010598329867234252,0.28338208583476104
20-20,0.27175048801817125,0.01050086429882837,0.2822513523169996
20-20,0.27511341157966507,0.010503332041005573,0.28561674362067063
20-20,0.27445739562767674,0.008523754853269687,0.2829811504809464
20-20,0.2737265145860853,0.011218341570651486,0.2849448561567368
20-20,0.27206474327965957,0.01432873721267551,0.2863934804923351
20-20,0.27024270679225687,0.010556527512890983,0.28079923430514786
20-20,0.27119095158739237,0.0062530137590164556,0.2774439653464088
20-20,0.27841634777284946,0.011304558557697188,0.28972090633054665
20-20,0.2697686697431326,0.011229761745647132,0.2809984314887798
20-20,0.2716807094355505,0.008616549267237445,0.28029725870278793
20-20,0.27181375693707754,0.013206716871584437,0.28502047380866197
20-20,0.2721183927092273,0.011316314915527136,0.2834347076247544
20-20,0.2731228225122489,0.008858563118231744,0.28198138563048064
20-20,0.2732326979705709,0.012534736193339328,0.28576743416391026
20-20,0.26968124606178917,0.012889580751965633,0.2825708268137548
20-20,0.27624810005350636,0.014394983616388194,0.29064308366989455
20-20,0.27114216305916433,0.010174912208476241,0.28131707526764055
20-20,0.2721628056093463,0.012742424233448905,0.2849052298427952
20-20,0.26631095719330294,0.0091125015459080725,0.27542345873921104
20-20,0.27108320160918176,0.012315937311159143,0.2833991389203409
20-20,0.27420068200580333,0.012183318318568732,0.28638400032437206
20-20,0.27233427428120427,0.013417088642734432,0.2857513629239387
20-20,0.27500273653605134,0.01100214787574014,0.2860048844117915
20-20,0.27435173727548046,0.012746479646943362,0.2870982169224238
20-20,0.2744451261696874,0.010341000847773682,0.2847861270174611
20-20,0.27406887535866503,0.013013958115946255,0.2870828334746113
20-20,0.2762951033381582,0.012065475463235147,0.2883605788013934
20-20,0.26943360515115594,0.01363801742398005,0.283071622575136
20-20,0.2725374593114258,0.00819995744855959,0.2807374167599854
20-20,0.2718753351286846,0.00802078475162028,0.2798961198803049
20-20,0.2758564036913809,0.010599100442978043,0.28645550413435894
20-20,0.27422089154476353,0.01031101463438732,0.28453190617915086
20-20,0.27343621556124464,0.011710475710525185,0.28514669127176984
20-20,0.2714694246146859,0.014182615897948805,0.28565204051263465
20-20,0.26905051760462556,0.01074280743989689,0.2797933250445225
20-20,0.2720928601417573,0.011806731980496931,0.28389959212225424
20-20,0.2711971804720806,0.017774465913615346,0.28897164638569595
20-20,0.27334051154796773,0.013864457082961527,0.28720496863092926
20-20,0.27292578535031015,0.013934035200796956,0.2868598205511071
20-20,0.2729468567809689,0.00781367403179652,0.2807605308127654
20-20,0.2746399799975335,0.012027940881146261,0.28666792087867976
20-20,0.27620065995144855,0.012352168969447783,0.28855282892089634
20-20,0.2733909727574684,0.010897511436039477,0.28428848419350783
20-20,0.2695374457578483,0.010280771581474977,0.2798182173393233
20-20,0.27829517596172304,0.012976420748172382,0.29127159670989544
20-20,0.27146875090175154,0.013454858705857168,0.2849236096076087
20-20,0.27039702341056476,0.0108506490735076,0.28124767248407234
20-20,0.2709695975373051,0.010415487271849013,0.2813850848091541
20-20,0.27262233878867437,0.009431719130453375,0.28205405791912774
20-20,0.2716053073537922,0.006865846750507835,0.2784711541043
20-20,0.27240347639583723,0.011766517704011506,0.2841699940998487
20-20,0.27242802925512727,0.01516220193069844,0.2875902311858257
20-20,0.27514688453654923,0.012609708987376463,0.2877565935239257
20-20,0.2734842132989418,0.01471390804187046,0.28819812134081224
20-20,0.27507054813006465,0.012886508079048078,0.2879570562091127
20-20,0.2743423710595252,0.01118215792538721,0.28552452898491243
20-20,0.2800943643727697,0.011344359804664321,0.291438724177434
20-20,0.2746955749936346,0.009632112280621236,0.28432768727425584
20-20,0.268382099339521,0.01516705098701596,0.283549150326537
20-20,0.2757771462877513,0.010639959242523141,0.28641710553027444
20-20,0.26816712222041095,0.01416795209444439,0.28233507431485533
20-20,0.27240483794422155,0.014207711474606033,0.2866125494188276
20-20,0.27445243537248465,0.014983900071168304,0.28943633544365294
20-20,0.2723663020238763,0.00815102143310929,0.2805173234569856
20-20,0.27314381362146184,0.013465387248902241,0.28660920087036407
20-20,0.2720681670898869,0.013458228638205099,0.285526395728092
20-20,0.2701546974117461,0.008973888903847595,0.2791285863155937
20-20,0.2742943337049596,0.013390380705706868,0.28768471441066645
20-20,0.27674938972134344,0.01726303372749896,0.2940124234488424
20-20,0.27440883936121513,0.010678153271149047,0.2850869926323642
20-20,0.276414542643661,0.014046459485237302,0.2904610021288983
20-20,0.2715579910378088,0.01425422094821914,0.28581221198602796
20-20,0.273091419481699,0.014751281917691463,0.2878427013993905
20-20,0.2762076952236321,0.00972552928734651,0.2859332245109786
20-20,0.2758599843469425,0.01730295045031829,0.29316293479726074
20-20,0.27454673183230877,0.015060388751491316,0.28960712058380006
20-20,0.2675969885413062,0.009783820218795758,0.27738080876010196
20-20,0.2713031733014249,0.013701539680375331,0.28500471298180025
20-20,0.27470405818148247,0.012056008225449505,0.28676006640693197
20-20,0.2697311665398153,0.005687138206122681,0.275418304745938
20-20,0.2724154622257233,0.009890177926301993,0.2823056401520253
20-20,0.27458205004609765,0.014011940530424025,0.2885939905765217
20-20,0.2726379886357588,0.011191286401139287,0.2838292750368981
20-20,0.2752437324211906,0.012045576947988454,0.28728930936917907
20-20,0.2689354282646976,0.016375390881432226,0.2853108191461298
20-20,0.27513487241713036,0.010556493602858723,0.28569136601998907
20-20,0.2725362287418141,0.012894300916903561,0.2854305296587177
20-20,0.27178046372857045,0.011513170452359627,0.28329363418093007
20-20,0.2727800721418303,0.009674103076003863,0.28245417521783417
20-20,0.27202582301145756,0.01446043005532997,0.28648625306678754
20-20,0.27117268133125233,0.013575668910804587,0.2847483502420569
20-20,0.2700887884217035,0.013615823030964407,0.2837046114526679
20-20,0.2724052811965522,0.010984953152862627,0.28339023434941485
20-20,0.27126647255811887,0.013063362228228556,0.28432983478634744
20-20,0.27224346295533147,0.0116444789962477,0.2838879419515792
20-20,0.2734261996456228,0.02377476163753459,0.29720096128315743
20-20,0.2722918389954514,0.01647215418701592,0.2887639931824673
20-20,0.27615807790164704,0.00935163386054461,0.28550971176219164
20-20,0.270893500790366,0.010508374923295934,0.28140187571366193
20-20,0.27351576063627947,0.012150761503915962,0.28566652214019544
20-20,0.27353217846020267,0.012917385535144852,0.28644956399534754
20-20,0.2745819431775629,0.00830238814446281,0.28288433132202573
20-20,0.2687981555394891,0.01457500712531296,0.28337316266480206
20-20,0.2724755938915327,0.01054433106574101,0.2830199249572737
20-20,0.2679438093349239,0.009361598746241645,0.27730540808116555
20-20,0.27748645930214755,0.011519573945665919,0.2890060332478135
20-20,0.27316517233498344,0.011035793838978208,0.2842009661739616
20-20,0.2735761213382241,0.008859276150073939,0.28243539748829805
20-20,0.27215939416167817,0.014415083765795401,0.2865744779274736
20-20,0.2727517987421203,0.010595383166412786,0.2833471819085331
20-20,0.2719198271394336,0.013755656190424726,0.2856754833298583
20-20,0.27119033088819344,0.008068055657546626,0.2792583865457401
20-20,0.27499848207991245,0.013235143234971332,0.2882336253148838
20-20,0.2732556981852886,0.009069322588623483,0.2823250207739121
20-20,0.2733296438402823,0.012721418925359825,0.28605106276564213
20-20,0.2729345498293982,0.008900776266073844,0.281835326095472
20-20,0.27007080615319357,0.010450984910119239,0.2805217910633128
20-20,0.2741091197945436,0.00783246829059888,0.28194158808514247
